B,posemo,anx,anger,sad,affiliation
elements-for-meatball-curtain-1970.jpg,42,6,2,8,0
elizabeth-cromwell-n-e-steward-1810-1.jpg,40,10,0,10,2.22
elizabeth-i-the-pelican-portrait-1575.jpg,57.5,0,0,0,2.86
elizabeth-sykes-mrs-wilbraham-egerton-1805.jpg,64.43,4.66,0.87,7.29,3.54
elizabeth-with-hens-under-an-apple-tree-1902.jpg,57.14,7.14,0,7.14,13.51
elvis-presley(1).jpg,32.5,0,15,0,0
embankments-of-the-seine-in-paris-1907.jpg,60.78,0,0,0,2.17
embarkation-for-cythere.jpg,65.45,7.27,3.64,0,8
embrasement-1954.jpg,16.28,27.91,4.65,6.98,0
emperor-augustus-and-the-sybil-of-tibur.jpg,42.86,0,0,0,4.65
emperor-maximilian-i-1459-1519-1.jpg,53.66,0,7.32,4.88,0
empress-marie-louise.jpg,66.67,0,0,0,10
en-grimpant-1962.jpg,47.06,5.88,0,0,0
enchanted-beach-1938.jpg,35.14,15.94,2.54,17.03,0.74
enchanted-coast-1980.jpg,43.88,14.29,2.04,13.27,3.26
encore-une-femme-1970.jpg,47.22,11.11,0,0,0
ensayo-de-color-1953.jpg,32.61,4.35,0,19.57,2.5
entombment-of-christ-1450(2).jpg,29.73,10.81,0,43.24,3.23
entrance-1972.jpg,60.61,0,0,3.03,3.45
epstein-rockdrill.png,27.27,15.15,6.06,6.06,0
equestrian-monument-of-sir-john-hawkwood-1436.jpg,52.94,0,0,0,0
equestrian-portrait-of-joachim-murat-1812.jpg,60.53,0,2.63,0,0
equestrian-statue-of-gattamelata-at-padua.jpg,72.04,1.32,1.32,3.29,0.33
equilibrium-1934.jpg,59.46,0,0,2.7,0
eros-crom-tico-1964.jpg,44.3,15.19,2.53,11.39,6.67
erotomobile-1966.jpg,68,14,0,0,31.11
eruption-of-vesuvius-1826.jpg,29.79,31.91,6.38,14.89,4.76
escale-1964.jpg,57.14,0,0,2.86,0
escape-of-grigory-otrepyev-from-inn-on-the-lithuanian-border-1862.jpg,22.86,28.57,5.71,0,0
espai-fibrat-1958.jpg,11.11,13.89,0,22.22,0
espejo-del-duende-1963.jpg,5.13,20.51,10.26,20.51,0
esquisse-boulogne-1988.jpg,63.89,0,0,0,3.12
essay-in-abstract-design-1915.jpg,48,2,0,10,0
estonian-peasant-1867.jpg,34.48,0,3.45,0,0
et-in-arcadia-ego-1622.jpg,9.52,45.24,0,19.05,0
et-in-arcadia-ego-1964.jpg,38.24,17.65,0,5.88,0
etang-la-nuit-1947.jpg,24.44,17.78,2.22,11.11,0
etendue-1974.jpg,60,0,0,0,0
eteokles-and-polyneikes.jpg,25,16.07,7.14,19.64,0
etretat-1902-1.jpg,59.26,0,0,0,4.08
eucalyptus-1974.jpg,39.13,6.52,0,15.22,0
eugene-en-eugenie-1956.jpg,59.46,10.81,0,5.41,3.03
euphoria-dada-1917.jpg,55.88,0,0,0,0
europe-after-the-rain-ii(1).jpg,20.41,20.41,2.04,28.57,0
eva-1998.jpg,29.63,1.85,1.85,12.96,4
even-tide-1994.jpg,68.09,0,0,4.26,2.44
evening-at-the-bay-of-frogner.jpg,57.81,4.69,0,4.69,5.17
evening-magic-2000.jpg,50,4,0,8,2.27
exalta-o-da-santa-cruz-1530.jpg,49.09,14.55,1.82,3.64,0
execution-of-the-defenders-of-madrid-3rd-may-1808-1814.jpg,1.45,28.99,17.39,18.84,0
explosion-of-red-on-green-1910.jpg,37.84,8.11,13.51,0,0
eyes-on-the-table-1938.jpg,36.36,6.82,0,4.55,0
f1-1930.jpg,44.44,4.44,0,4.44,0
fa-ades-rue-de-l-h-tel-de-ville-1932.jpg,15.91,18.18,0,29.55,0
factory-1920.jpg,58.62,3.45,0,0,0
fair-critics-1887.jpg,53.49,0,0,4.65,5.71
fairfield-porter-1-1954.jpg,35.9,15.38,0,17.95,2.94
falk-lisa-in-a-chair-1910.jpg,35.19,5.56,1.85,22.22,4.26
falk-portret-van-elizabeth-sergejevna-potehinoj-1910.jpg,26.32,10.53,0,15.79,0
falk-rr-dvorik-v-krimu-1916.jpg,59.62,0,0,3.85,4.35
falk-rr-peyzaj-s-parusom-1912.jpg,45.71,0,0,0,6.9
falk-sleeping-gypsy.jpg,34.78,13.04,0,13.04,0
fall-1964.jpg,46.34,9.76,0,4.88,0
fall-of-the-giants.jpg,52.17,2.17,0,8.7,2.5
family-gathering-in-saint-idesbald.jpg,70.69,0,0,6.9,20.37
family-portrait.jpg,75,0,0,3.85,25.53
family-portrait.jpg,73.91,0,0,0,25
family-reunion-1867.jpg,54.55,7.58,0,4.55,4.92
fantastic-mountain-landscape-1598.jpg,68.33,5,0,3.33,7.27
fantasy-in-equilibrium-1948.jpg,41.18,3.92,0,5.88,0
farbenkugel-in-7-lichtstufen-und-12-t-nen-1921.jpg,55.88,0,0,0,0
farbholzschnitt-1952-4-1952.jpg,37.8,10.53,4.78,7.66,2.44
farbmodulationen-1962.jpg,26.32,7.89,5.26,18.42,0
farbraum-1963.jpg,32,0,0,0,0
farbspiele-1952.jpg,60,2.5,5,0,0
farm-near-horsey-norfolk-1885.jpg,55.88,2.94,0,2.94,0
fashionable-wife-lioness.jpg,71.43,0,0,0,32.43
fast-food-1999.jpg,18.77,21.85,10.15,12.92,0.62
faverdines-1955-1.jpg,22.86,8.57,0,14.29,0
fear-of-navy-recruits-seeing-the-mediterranean-for-the-first-time.jpg,37.5,6.25,0,3.12,0
feast-in-the-garden-1971.jpg,56.41,2.56,0,0,2.86
february-11th-1866-the-modern-romania-1866.jpg,67.92,1.89,0,0,0
feeling.jpg,15,35,10,12.5,0
feet-102-1957.jpg,22.5,0,0,5,0
female-figure-in-flenite-1913.jpg,41.03,7.69,0,7.69,2.94
female-nude-on-a-kitchen-chair-1979.jpg,33.33,18.52,1.85,14.81,4.08
female-nude-with-flowers-the-truth-1913.jpg,39.62,7.55,3.77,13.21,6.12
femme-au-compotier-1920.jpg,53.85,0,0,5.13,2.94
femme-aux-deux-visages-1926.jpg,34.87,21.01,6.72,13.03,3.83
femme-l-oiseau-1922.jpg,59.46,5.41,0,5.41,6.25
femme-la-blouse-jaune-1916.jpg,58.33,5.56,0,2.78,6.45
femme-sur-divan-1942.jpg,63.41,0,0,2.44,2.7
femmes-de-plougastel-au-pardon-de-sainte-anne-la-palud-1903.jpg,51.81,7.23,2.41,7.23,8.86
ferry-boat-1622.jpg,58.97,5.13,0,0,6.06
festivities-on-the-coast-calendimaggio-1620.jpg,83.33,0,0,0,6.45
fifth-image-for-j-1976.jpg,40.54,5.41,0,0,5.88
fifty-days-at-iliam-ilians-in-battle.jpg,45.45,3.03,6.06,9.09,0
fight-aids-worldwide-1990.jpg,40.48,9.52,0,14.29,5.41
fight-between-carnival-and-lent-1559.jpg,43.33,15,3.33,8.33,3.64
fighter-1913.jpg,17.39,21.74,15.22,2.17,0
figura-1966.jpg,53.66,4.88,0,0,2.7
figure-sur-fond-d-arbre-1945.jpg,58.82,8.82,0,0,0
figure-with-legs-crossed-1991.jpg,38.89,2.78,0,5.56,0
figure.jpg,32.73,9.09,1.82,18.18,1.96
figurer-i-trappa-1923.jpg,43.9,2.44,0,0,2.78
figures-at-the-seaside-1931.jpg,55,0,0,2.5,17.14
figures-in-a-landscape.jpg,17.5,20,2.5,35,0
figures-in-sunlight-1960.jpg,38.64,9.09,0,20.45,12.2
fire-ritual-1974.jpg,42.5,5,15,7.5,5.56
fires-in-the-forest-1910.jpg,26.32,21.05,0,26.32,0
first-communion-of-anaemic-young-girls-in-the-snow.jpg,29.51,9.84,3.28,9.84,1.79
first-consul-bonaparte-1802.png,51.72,6.9,2.3,9.2,2.47
fish-circus-1939.jpg,57.58,12.12,3.03,0,0
fish-market-1.jpg,35.56,11.11,0,6.67,0
fish-market-seattle-market-scene-sketch-1943.jpg,29.73,21.62,0,5.41,0
fish-salesman-at-woman-and-chidren.jpg,49.06,0,0,5.66,17.02
fisher-boy-1632.jpg,57.45,2.13,0,0,4.88
fisherman-1972.jpg,38.24,2.94,0,0,0
fishing-for-souls.jpg,39.93,19.45,1.37,12.97,2.79
fishing-on-the-tisza-1880.jpg,37.21,9.3,0,25.58,0
fishing.jpg,25,29.55,0,9.09,5.13
flagellation-of-christ-1519.jpg,7.14,37.14,7.14,30,1.52
flatford-mill-1817.jpg,66.67,0.96,0,1.6,2.93
flatford-mill-from-a-lock-on-the-stour-1811.jpg,56.36,3.64,0,9.09,2.04
fleurs-rouges-1952.jpg,38.1,0,4.76,9.52,5.26
flexible.jpg,20,26,4,16,4.55
flight-over-new-york-at-twilight-1936.jpg,73.47,4.08,2.04,0,20.45
flood-at-port-marly-1876.jpg,27.03,8.11,0,16.22,0
floor-burger-giant-hamburger-1962.jpg,40.82,2.04,0,8.16,4.55
floor-cake-1962.jpg,30.3,6.06,0,18.18,0
floor-cone-1962.jpg,32.43,5.41,2.7,5.41,0
flora-1520.JPG,63.46,0,0,0,13.04
flora-1634.jpg,77.27,0,0,0,5.13
flora-and-fauna-1951.jpg,41.67,2.78,0,13.89,0
flora-on-sand-1927(1).jpg,55.56,7.41,0,0,0
floral-v-1960.jpg,42.31,0,0,0,0
florinda.jpg,62.3,0,0,0,20
floris-1964.jpg,54.55,9.09,9.09,3.03,6.67
flowering-white-1949.jpg,37.14,17.14,2.86,11.43,0
flowers-1906.jpg,70.83,0,0,2.08,6.98
flowers-1912.jpg,67.57,0,0,2.7,9.38
flowers-camelias-and-tulips-1862.jpg,57.89,0,0,10.53,6.06
flowers-turning-into-the-moon.jpg,62.28,2.42,0.35,8.3,6.32
fluctuating-planes-1952.jpg,63.4,4.53,0,3.02,1.54
fluid-red-1968.jpg,27.08,18.75,2.08,8.33,2.27
flute-concert-with-frederick-the-great-in-sanssouci-1852(1).jpg,79.63,0,0,0,9.8
flux-the-runner-1924.jpg,45.71,0,0,11.43,3.23
flying-tanga.jpg,42.5,8.75,2.5,10,3.95
fog-enshrouded-1992.jpg,45.98,9.2,2.3,9.2,2.5
foghorns-1929.jpg,18.52,3.7,7.41,14.81,0
fold-1965(1).jpg,32.43,2.7,0,10.81,3.03
fold-1966-1(1).jpg,29.03,3.23,3.23,9.68,3.7
folding-1955.jpg,30.3,6.06,0,3.03,0
folding-scroll-1963.jpg,41.46,0,0,7.32,0
foley-1967.jpg,34.88,11.63,4.65,4.65,2.56
fontainebleau-oaks-1840.jpg,66.67,0,0,0,4.35
football-3-1950.jpg,42.86,6.12,0,8.16,2.27
footsteps-1954.jpg,26.67,10,0,3.33,0
for-john-kane-1982.jpg,43.18,11.36,0,2.27,2.5
for-lotte-1961.jpg,23.53,27.06,5.88,17.65,2.47
for-manolete-1958.jpg,47.62,4.76,0,4.76,7.89
for-pearl-1970(1).jpg,31.25,9.38,0,9.38,3.57
for-the-blue-sons-of-the-air-1990.jpg,50.98,3.92,0,3.92,2.22
for-the-fallen-center-panel-the-house-of-cards-1956.jpg,51.52,0,0,6.06,3.45
for-the-fallen-right-hand-panel-the-unborn-1956.jpg,50,5.88,0,0,3.33
forbidden-land-1937.jpg,29.12,20.69,3.07,20.31,0
forest-and-dove-1927.jpg,8.82,32.35,0,26.47,0
forest-symphony-1992.jpg,32.26,19.35,0,3.23,0
forest.jpg,47.46,3.39,0,11.86,1.85
fort-william-calcutta-1731.jpg,36.84,0,7.89,0,3.03
fountain-1965.jpg,52.63,0,0,0,3.03
four-aces-simultaneous-composition-1916.jpg,55.47,4.05,2.02,4.86,1.23
four-crosses-1924.jpg,54.55,6.06,0,3.03,0
four-hearts-1969.jpg,70.83,4.17,0,0,41.86
four-oranges-1993.jpg,57.14,0,3.57,3.57,0
four-panel-love-1972.jpg,71.74,0,0,0,29.27
four-saints-from-left-st-peter-st-martha-st-mary-magdalene-st-leonard-1517.jpg,57.78,0,0,2.22,5.13
fourteen-year-old-little-dancer.jpg,50,0,0,9.52,8.11
fourths-1969.jpg,23.08,0,0,0,0
fowey-light-1974.jpg,31.43,5.71,0,0,0
fra-akershus-1881.jpg,59.46,0,0,16.22,3.03
frances-metzger-west-1907.jpg,33.33,8.33,2.78,2.78,0
francesca-da-rimini-1835.jpg,63.64,5.45,1.82,7.27,32
francesco-sassetti-and-his-son-teodoro.jpg,66.67,4.76,0,2.38,13.51
francis-bacon-viscount-st-alban-1578.jpg,56.76,0,2.7,0,0
franck-1924.jpg,42.59,11.11,1.85,14.81,2.04
franklin-s-footpath-1972(1).jpg,66.67,0,0,3.51,4.48
frau-martelli-in-castiglioncello-1870.jpg,78.38,0,0,0,6.06
frederick-ii-of-prussia-1757.jpg,66.67,0,0,0,5.13
frederick-the-great-1736.jpg,73.17,0,0,0,8.57
frederik-i-von-preu-en.jpg,52.78,0,2.78,0,0
frederikke-hammersh-i-the-artist-s-mother-1886.jpg,33.33,9.09,0,33.33,6.9
french-coastal-scene-1868.jpg,38.46,0,0,10.26,0
frescoes-in-the-oratory-suardi-in-trescore-scene-of-the-blessing-of-st-brigid-of-kildare-1524.jpg,63.04,0,0,0,4.88
friedrich-der-gro-e-auf-reisen-1850(1).jpg,47.22,8.33,8.33,0,3.03
from-a-riviera-window-1955.jpg,45.45,9.09,6.06,0,0
from-endless-modern-licking-of-crashing-globe-by-black-doggie-time-bomb-1981-1.jpg,14.04,25.11,11.91,13.62,0.86
from-hornafj-r-ur-the-farm-st-ra-l-g-southeast-iceland-1912.jpg,77.5,0,0,0,2.78
fruit-on-a-tablecloth-with-a-fruitdish-1925.jpg,54.55,2.27,0,4.55,0
fruits-1951.jpg,64.52,6.45,0,0,8
fuga-de-margarida-de-anjou-epis-dio-da-guerra-das-duas-rosas-1798.jpg,26.47,20.59,5.88,11.76,0
fuite-d-act-on-1984.jpg,30.3,6.06,0,0,14.29
fumage-1937.jpg,12.77,38.3,4.26,10.64,0
fumatore.jpg,26.47,29.41,2.94,14.71,3.45
fur-gloves-with-wooden-fingers-1936.jpg,24.56,22.81,3.51,8.77,0
furioso-1963.jpg,42.42,6.06,9.09,3.03,0
futorismo-1927.jpg,36.67,13.33,0,0,0
gabrielle-the-dancer-1890.jpg,71.79,2.56,0,2.56,5.71
galaxy-1959.jpg,50.88,7.02,0,9.36,0.6
gamba-player.jpg,50,9.94,1.55,14.91,6.33
game-stall.jpg,32.88,16.44,4.11,15.07,2.99
garden-elements-1962.jpg,31.25,3.12,3.12,9.38,0
garden-motif-1950.jpg,46.88,0,0,0,0
garden-of-allah-1918.jpg,82.61,0,0,0,18.46
garden-of-delight-1971.jpg,47.5,5,0,12.5,2.86
gargantua.jpg,0,30.95,2.38,11.9,0
gas-1962.jpg,28.57,7.14,0,7.14,0
gasthof-zur-muldentalsperre-2000.jpg,53.19,0,0,0,4.76
gate-of-the-sun-1994.jpg,48.64,12.93,1.7,7.14,0.35
general-baston-de-lariboisi-re-and-his-son-ferdinand-1815.jpg,53.06,2.04,0,2.04,4.65
general-sir-william-maxwell.jpg,72.22,0,0,0,0
genesis-2-1934.jpg,25.64,12.82,5.13,7.69,5.88
genius-of-the-species-1938.jpg,11.11,22.22,2.78,13.89,0
george-i-on-horseback.jpg,58.14,0,0,0,0
george-iii.jpg,51.06,0,2.13,0,2.38
george-iv-1820.jpg,56.41,0,0,0,5.88
george-washington-1782.jpg,57.89,3.51,0,3.51,1.92
germanicus-1960.jpg,50,5.05,0.92,7.34,0.47
geruba.jpg,36.67,6.67,0,0,0
ghosts-on-a-tree-1933-1.jpg,0,39.13,0,34.78,0
ghosts-on-a-tree-1933.jpg,18.18,20.45,4.55,34.09,0
gift-wrap-1963.jpg,62.5,0,5,0,5.41
gilgamesh-1947.jpg,41.03,15.38,2.56,0,0
giovanni-boccaccio.jpg,46.51,0,2.33,4.65,2.7
giovanni-gabrielli-il-sivello.jpg,44.74,2.63,7.89,5.26,0
girl-at-the-piano-fillette-au-piano-1912.jpg,24.32,16.22,0,16.22,0
girl-embroidering-seated-in-a-garden-1896.jpg,58.49,7.55,0,5.66,2.08
girl-friends-1952.jpg,63.93,6.56,0,6.56,22.41
girl-leaning-on-a-stick-1910.jpg,45.95,8.11,0,2.7,0
girl-on-a-green-sofa-with-a-cat-1910.jpg,47.37,12.28,0,12.28,5.88
girl-on-the-ball-1905.jpg,67.3,5.66,0.63,7.55,12.74
girl-reading-1904.jpg,44.44,9.52,0,12.7,3.45
girl-sitting-1962.jpg,25.53,4.26,0,42.55,11.63
girl-wearing-the-poppy-wreath-1819.jpg,65.38,3.85,0,0,21.74
girl-with-a-dog.jpg,64.29,1.79,0,16.07,23.53
girl-with-a-small-sheep-girl-in-renaissance-costume-1946.jpg,78.72,0,0,0,16.28
girl-with-burak.jpg,34.21,0,5.26,0,0
girl-with-cat-ii-1912.jpg,81.58,5.26,0,0,50
girl-with-flowers-1896.jpg,62.71,5.08,0,0,9.09
girl-with-peaches-1887.jpg,51.16,0,0,9.3,0
girl-with-radish-1963.jpg,77.14,0,0,0,16.67
girl-with-stork-1907.jpg,19.51,34.15,0,17.07,2.7
girls-running-walberswick-pier.jpg,70.45,0,0,0,10.53
glass-slippers-1960.jpg,29.63,0,0,0,0
glassmakers-street-in-vilno-1906.jpg,45.45,0,0,9.09,0
god-s-country-1995.jpg,51.02,10.2,2.04,4.08,4.65
goethe-or-the-metamorphosis-of-plants-1940.jpg,54.55,6.06,0,0,0
golden-age-1966.jpg,45.65,0,0,10.87,2.38
golden-constellation-1962.jpg,52.5,5,0,0,0
golden-head-1986.jpg,4.35,36.96,0,32.61,0
gologotha-1963.jpg,35.9,17.95,10.26,10.26,2.94
gordale-scar-a-view-of-gordale-in-the-manor-of-east-malham-in-craven-yorkshire-the-property-of-1814.jpg,37.78,24.44,2.22,11.11,0
goshiki-sanmai-1976.jpg,51.35,0,5.41,0,0
goulimine-1964.jpg,62.93,3.09,7.72,3.09,6.27
gr-nes-selbstportrait-1981.jpg,18.64,13.02,13.91,20.41,1.2
gradiva.jpg,28.12,20.31,0,17.19,0
gran-cairo-1962.jpg,64.52,0,0,0,0
grand-carnival-ostendais-1934.jpg,37.5,15,0,7.5,2.78
grand-prayer-rug-1966.jpg,38.24,2.94,0,2.94,0
grande-angolo-1963.jpg,54.05,0,0,0,0
grande-constellation-bleue-1959.jpg,27.72,20.13,2.31,25.08,0.67
grazing-in-peace-1970.jpg,58.93,0,0,3.57,0
grazioso-1933.jpg,50,0,0,13.89,3.33
great-tree-at-m-rt-ly-1910.jpg,68.29,0,0,0,5.56
grecian-idyll-1907.jpg,66.27,3.92,0,1.18,6.8
greece-expiring-on-the-ruins-of-missolonghi-after-delacroix-1963.jpg,37.5,5,7.5,10,0
greek-woman-at-the-bath-1767.jpg,67.86,0,0,7.14,19.23
green-arrows-on-white-1968.jpg,32.26,12.9,0,16.13,0
green-black-and-white-movement-1951.jpg,42.42,0,6.06,6.06,0
green-fields-1994.jpg,52.78,5.56,0,5.56,0
green-forms-1957.jpg,30.56,19.44,2.78,5.56,0
green-frost-1957.jpg,31.11,13.33,2.22,13.33,0
green-hillside-1970.jpg,60,3.08,0,7.69,6.78
green-tea-1942.jpg,51.97,10.24,1.18,8.66,2.8
green-thursday-1964.jpg,57.78,0,0,0,5.13
green-trees-or-the-beeches-of-kerduel.jpg,52.38,0,0,0,0
green-triptych-1963.jpg,69.23,2.56,0,2.56,8.57
greti-1907.jpg,52.54,10.17,0,1.69,3.64
grey-and-green-painting-1957.jpg,14.29,20,8.57,25.71,0
grid-mounted-1921.jpg,40,6.67,0,0,0
gro-e-kn-pfung-1953.jpg,40.54,13.51,0,2.7,2.94
grossissement-1927.jpg,37.5,10,2.5,0,0
group-portrait-with-sch-nberg-1907(1).jpg,60.87,13.04,2.17,0,7.5
guernica-by-pablo-picasso.jpg,14.29,20.41,8.16,22.45,0
guevara-vivo-ou-morto-1967.jpg,30.77,7.69,5.13,7.69,2.94
guglielmo-marconi-1939.jpg,23.08,23.08,0,21.15,2.13
guitar-lesson-1934.jpg,12,34,20,4,0
gustave-fleury-1933.jpg,59.09,4.55,0,6.82,5.26
gyntiana-geburt-zwiebelmann-1992.jpg,23.46,28.21,2.79,19.83,2.26
gypsies-1907.jpg,32.61,0,0,15.22,0
h-l-te-m-l-te-t-z-te-n-ek-ee-sam-perryman-creek-chief-1834.jpg,65,0,0,0,2.78
h-rrido-o-sil-ncio-do-teu-corpo-1966.jpg,54,6,2,6,4.35
hacienda-la-fortuna-1885.jpg,65.91,0,0,0,0
hadrian-s-villa.jpg,34.21,0,0,18.42,0
hagar-in-the-wilderness.jpg,13.05,27.15,2.09,45.43,1.32
hail-hailey-1986.jpg,41.46,7.32,0,2.44,0
hair-washing-1912.jpg,62.12,0,0,7.58,27.87
halbakt-1929.jpg,60.98,2.44,0,4.88,16.67
halt-1916.jpg,30.43,6.52,0,30.43,0
hammamet-with-mosque-1914(1).jpg,51.43,0,0,0,0
handsome-drinks-1916.jpg,50,0,0,0,0
happy-day-1947.jpg,56,6,2,2,4.44
har-m-m-ope-1969.jpg,39.39,3.03,0,6.06,0
harbor-scene-1915.jpg,52.94,2.94,0,11.76,0
harbour-on-bornholm-1928.jpg,42.86,5.71,0,5.71,0
harlequin-with-guitar-1919.jpg,61.14,2.59,0.52,6.74,2.67
harlequinade-1911.jpg,44.23,15.38,5.77,9.62,4.17
harps-1945.jpg,36.59,4.88,0,4.88,0
harran-ii-1967.jpg,47.06,2.94,0,0,0
harriot-beauclerk-n-e-mellon-duchess-of-st-albans-1806.jpg,59.57,0,0,2.13,7.32
harvest-corn-1940.jpg,44.26,8.2,1.64,8.2,7.02
harvest.jpg,44.44,8.33,11.11,2.78,0
harvesters-resting-1853.jpg,48.08,5.77,0,7.69,0
harvesting-of-goemon-1891.jpg,61.11,0,0,0,0
hatstand-1969.jpg,39.29,19.05,2.38,8.33,5
haulers-on-the-volga-1873.jpg,5.56,31.48,1.85,37.04,0
haven-opus-2-1926.jpg,43.18,9.09,0,11.36,0
haycutting.jpg,34.09,13.64,0,0,2.56
haystack-at-giverny-1886.jpg,72.85,2.06,0,3.09,4.18
haystacks-at-giverny.jpg,61.9,4.76,0,3.17,0
haystacks-pankiewitcz.jpg,55.56,0,0,8.33,3.33
haywain-1500-7.jpg,36.39,17.22,5.28,14.17,3.1
hazelwood-2nd-avenue-1984.jpg,16.33,24.67,4.67,29.33,0
head-1953.jpg,15,15,0,37.5,0
head-1960.jpg,56.41,5.13,0,0,0
head-3-1955.jpg,18.18,12.12,6.06,3.03,0
head-and-bottle-1982.jpg,27.91,13.95,9.3,25.58,0
head-and-bottle(1).jpg,14.81,24.07,0,31.48,0
head-blue-yellow-1956.jpg,45.24,0,2.38,4.76,0
head-in-black-and-green-1913.jpg,57.5,12.5,0,0,2.78
head-in-blue-1912.jpg,46.15,7.69,0,11.54,0
head-in-pink-1987.jpg,36.21,15.52,0,12.07,0
head-of-a-faun-in-a-concave-1595.jpg,38.46,2.56,7.69,7.69,0
head-of-a-tramp-1896.jpg,11.86,33.9,10.17,22.03,0
head-of-a-woman-1911.jpg,21.62,16.22,0,35.14,0
head-of-a-young-girl-t-te-de-jeune-fillette-1920.jpg,58.14,0,0,0,5.13
head-of-wounded-warrior-1940.jpg,34.69,10.2,6.12,4.08,0
head-self-portrait-1923.jpg,25.71,5.71,0,14.29,0
head.jpg,25.71,20,0,22.86,0
head.jpg,30.23,0,0,6.98,0
heatscreambeat-1985.jpg,25,13.89,2.78,11.11,0
heiter-1950.jpg,52.78,5.56,0,5.56,3.23
helgoland-1923.jpg,42.42,9.09,0,3.03,0
hemlock-1956(1).jpg,39.02,7.32,2.44,7.32,0
hendrik-weymans-and-his-family.jpg,68.97,0,1.72,0,34.62
henri-de-la-rochejaquelein-1772-94-leader-of-the-revolt-in-the-vendee-1817.jpg,54.69,9.38,1.56,1.56,0
henrietta-maria-hill-marchioness-of-ailesbury-1809.jpg,63.16,0,0,5.26,0
henrietta-shelley-1731-1809-countess-of-onslow-1769.jpg,47.73,4.55,2.27,9.09,7.69
henry-rich-1st-earl-of-holland-1810.jpg,56.76,0,0,0,0
hercules-fighting-with-the-lernaean-hydra-1634.jpg,22.03,16.95,23.73,6.78,0
herdsman-with-resting-cattle.jpg,65.38,0,0,0,8.51
hereditarius-no-1-68-a-1968.jpg,51.22,0,0,0,0
heroic-movement-1916.jpg,51.47,6.19,0.98,8.47,3.64
hesperus-as-personification-of-the-evening-1765.jpg,67.86,3.57,0,3.57,8
hexagon-1969.jpg,37.21,2.33,0,6.98,2.56
hiawatha-1857.jpg,26.19,2.38,0,42.86,0
hibernation-1954.jpg,43.14,13.73,1.96,1.96,6.52
hidden-hills.jpg,59.18,4.08,0,0,4.65
high-priest-coresus-sacrificing-himself-to-save-callirhoe-scene-from-description-of-greece-by-1765.jpg,47.27,18.18,0,10.91,6
high-voltage-painting-1965.jpg,52.78,5.56,0,5.56,9.68
highway-and-byways-1929(1).jpg,50,2.08,0,8.33,2.33
hillside-1954.jpg,43.86,1.75,1.75,14.04,0
himmel-1915.jpg,47.17,7.55,0,7.55,2.08
hip-hip-hoorah-1949.jpg,37.14,20,0,11.43,0
hip-hip-hurrah-1888.jpg,85.03,1.02,0,2.04,16.84
hippopotamus-and-crocodile-hunt.jpg,11.9,30.95,19.05,0,0
his-only-friend-1871(1).jpg,39.66,12.07,0,27.59,12.96
history-of-the-black-people.jpg,28,16,7.67,19.67,0.68
hoffmanneske-scene-1940(1).jpg,53.19,6.38,2.13,4.26,0
holes-1953.jpg,18.92,21.62,0,27.03,0
holes-1954.jpg,17.07,29.27,4.88,19.51,0
hollande-1956.jpg,23.08,17.95,5.13,5.13,0
hollow-in-the-snow-1869.jpg,34.21,10.53,0,31.58,0
hollywood-1969.jpg,57.58,3.03,0,15.15,0
holy-antonius.jpg,15,31.67,8.33,20,0
holy-conversation-1510.jpg,70.18,0,0,1.75,14
holy-family-with-st-john-the-baptist.jpg,76.19,3.17,1.59,1.59,28.07
holy-virgin-in-glory-1430.jpg,57.14,7.94,1.59,9.52,16.07
homage-to-delacroix-1864.jpg,61.9,0,0,0,10.81
homines-impauriti-dal-sole-nero-1950.jpg,14.29,17.86,3.57,17.86,4
hommage-a-vincent-van-gogh-1989.jpg,44.12,11.76,0,2.94,6.67
honk-1962.jpg,34.48,3.45,3.45,0,0
hopewell-valley-sun-1959.jpg,28.57,5.71,2.86,8.57,3.33
horatio-nelson-1806.jpg,65.96,6.38,0,0,0
horizontal-stripe-painting-november-1957-january-1958-1958.jpg,46.51,0,4.65,6.98,0
horizontal-vertical-1915.jpg,52.17,0,0,0,0
hornet-1970.jpg,42.42,6.06,0,0,0
horse-1954.jpg,40.74,11.11,0,0,0
horse-attacked-by-a-lion.jpg,20,24,20,10,0
horse-frightened-by-a-storm-1824(1).jpg,11.36,40.91,9.09,18.18,0
horse-in-a-landscape-1910.jpg,53.49,4.65,0,4.65,2.63
horse-portrait.jpg,48.72,0,0,7.69,0
horsemen-1816.jpg,59.02,4.92,0,9.84,0
hortense-de-beauharnais-1809(1).jpg,76.74,0,0,4.65,0
hostages-black-ground-1947.jpg,42.42,3.03,0,12.12,0
hot-air-balloon-1926.jpg,32.43,10.81,0,10.81,0
hot-still-scape-for-six-colors-7th-avenue-style-1940.jpg,48.48,6.06,12.12,0,0
hotel-chelsea-bathroom-1968.jpg,30.77,7.69,0,10.26,0
house-at-the-beach-1919.jpg,52.63,2.63,2.63,0,2.94
how-many-sailors-how-many-captains-1949.jpg,58.14,0,2.33,2.33,0
hrh-george-prince-of-wales-kg-1815.jpg,71.79,0,0,0,0
http-en-wikipedia-org-wiki-file-hamilton-appealing2-jpg-1956.jpg,64.58,4.17,0,0,9.52
hudson-river-landscape-1951.jpg,35.14,13.51,0,5.41,0
huge-landscape-mask-1938.jpg,24.39,17.07,0,4.88,0
huldigung-an-gluck-1775.jpg,79.03,1.61,0,0,10.17
