A,B,C,posemo,anx,anger,sad,affiliation
57727b7aedc2cb3880e19134,spanish-pointer.jpg,"['humility  happiness', 'pessimism  sadness', 'trust', 'humility', 'humility  anticipation', 'sadness', 'trust  humility  love', 'humility  happiness  fear', 'trust  anticipation', 'pessimism  sadness', 'humility  happiness', 'pessimism  sadness', 'trust', 'humility', 'humility  anticipation', 'sadness', 'anger  disgust  pessimism  sadness  shame', 'humility  love  fear', 'trust', 'pessimism  sadness']",22.73,6.82,2.27,27.27,5.13
57727d39edc2cb3880e71c6c,the-synagoge.jpg,"['humility  happiness', 'sadness', 'disgust  sadness', 'sadness  anticipation  surprise', 'anticipation', 'regret  sadness', 'trust  gratitude  humility  happiness  love  optimism  anger  arrogance  disgust  fear  pessimism  regret  sadness  shame  agreeableness  disagreeableness  anticipation  surprise  shyness', 'pessimism', 'sadness', 'happiness', 'anticipation', 'gratitude  love', 'trust  agreeableness  anticipation  surprise', 'humility  happiness', 'sadness', 'disgust', 'trust  sadness', 'anticipation', 'sadness', 'trust  gratitude  humility  happiness  love  optimism  anger  arrogance  disgust  fear  pessimism  regret  sadness  shame  agreeableness  disagreeableness  anticipation  surprise  shyness', 'fear  pessimism', 'optimism', 'trust  happiness  love', 'anticipation', 'happiness', 'trust  anticipation  surprise']",36.9,8.33,2.38,20.24,5.13
587cf1fdedc2c9546c04aab5,distribution-of-herring-and-white-bread-during-the-siege-of-leiden-1574.jpg,"['trust  humility', 'sadness', 'fear', 'trust  fear', 'fear', 'pessimism', 'trust', 'fear  disagreeableness', 'humility  happiness  love', 'arrogance  pessimism  sadness  anticipation', 'optimism', 'sadness', 'anticipation  surprise', 'trust  fear', 'fear  sadness  shame', 'pessimism', 'trust', 'fear  shame  disagreeableness', 'humility  happiness  love  optimism', 'arrogance  regret  sadness']",26.67,20,0,20,5.13
57727282edc2cb3880c5625d,bathers-by-a-river-1916.jpg,"['humility', 'disgust', 'pessimism  regret  sadness  shame', 'arrogance', 'gratitude  love', 'humility  optimism', 'shame', 'surprise', 'trust  happiness  optimism', 'happiness', 'humility', 'disgust', 'fear  pessimism  regret  sadness  shame  disagreeableness', 'happiness', 'happiness  love', 'happiness  optimism', 'happiness', 'surprise', 'trust  happiness  optimism  agreeableness  anticipation  surprise', 'happiness']",48.84,9.3,0,13.95,5.13
57727fadedc2cb3880eebaa3,untitled-1949.jpg,"['anticipation  surprise', 'trust  love  arrogance  pessimism  anticipation', 'anticipation  surprise', 'disagreeableness', 'disgust', 'arrogance  fear  surprise', 'anticipation', 'pessimism  sadness', 'fear', 'anticipation  surprise', 'anticipation', 'humility  love  fear  anticipation', 'anticipation  surprise', 'other', 'disgust', 'fear  sadness  surprise', 'anticipation', 'sadness  anticipation  shyness', 'fear', 'anticipation  surprise']",23.26,13.95,0,11.63,5.13
57728ac8edc2cb3880123f3e,society-of-deficiency-1990.jpg,"['trust', 'disgust  fear  surprise', 'anticipation  surprise', 'happiness  optimism', 'trust', 'love', 'fear  sadness  shame  surprise', 'other', 'anticipation  surprise', 'surprise', 'arrogance', 'disgust  regret  sadness  shame', 'anticipation  surprise', 'happiness  optimism', 'trust', 'love', 'anger  arrogance  disgust  regret  sadness  shame', 'other', 'disagreeableness  anticipation', 'surprise']",36.36,11.36,2.27,11.36,5.13
577280cbedc2cb3880f26e65,the-winged-from-ona-2006.jpg,"['happiness', 'happiness', 'happiness  sadness', 'humility  anticipation', 'sadness  surprise', 'anticipation', 'humility  happiness  love', 'happiness  love  surprise', 'happiness  optimism  surprise', 'arrogance', 'happiness', 'trust  happiness', 'happiness  sadness', 'gratitude  humility', 'sadness  surprise', 'anticipation', 'gratitude  humility  optimism  anticipation', 'humility  happiness', 'happiness  optimism  surprise', 'pessimism']",54.55,0,0,11.36,5.13
577270e9edc2cb3880bfa495,fishing.jpg,"['fear', 'love  disgust  anticipation', 'fear  surprise', 'happiness', 'fear  surprise', 'surprise', 'disgust  fear  pessimism', 'fear', 'disgust  fear  surprise', 'anticipation', 'fear', 'fear', 'love  disgust  anticipation', 'fear  surprise', 'happiness', 'fear  surprise', 'disgust', 'disgust  sadness', 'fear', 'disgust  fear  pessimism  sadness  surprise', 'anticipation', 'fear']",25,29.55,0,9.09,5.13
57727d0aedc2cb3880e683bb,a-winter-s-landscape.jpg,"['humility', 'sadness', 'trust  humility  love  optimism', 'happiness  optimism  anticipation', 'trust', 'happiness', 'humility  happiness', 'sadness  shyness', 'humility  happiness', 'humility  happiness', 'happiness', 'happiness', 'sadness', 'trust  humility  happiness  optimism', 'happiness  optimism  anticipation', 'trust', 'happiness', 'humility', 'love  sadness', 'humility  happiness', 'humility  happiness', 'happiness']",52.27,2.27,0,9.09,5.13
577275d3edc2cb3880cf6ca4,series-i-no-3.jpg,"['happiness', 'happiness', 'happiness  love  optimism', 'anticipation  surprise', 'anticipation', 'anticipation  surprise', 'humility  happiness', 'anticipation  surprise', 'fear  regret  sadness  anticipation  surprise', 'disgust', 'happiness', 'happiness', 'happiness  love  optimism', 'anticipation  surprise', 'anticipation', 'anticipation  surprise', 'humility  happiness', 'anticipation  surprise', 'trust  happiness  fear  sadness', 'disgust']",46.67,4.44,0,6.67,5.13
577287bbedc2cb3880080ee8,untitled-1973.jpg,"['anticipation', 'humility  love  disgust  sadness  shyness', 'happiness', 'fear  anticipation  surprise', 'anticipation', 'happiness', 'happiness', 'happiness  optimism  anticipation', 'happiness', 'happiness  anticipation', 'anticipation', 'trust  love  fear  sadness  anticipation  shyness', 'happiness', 'anticipation  surprise', 'anticipation', 'optimism', 'happiness', 'happiness  optimism  anticipation  surprise', 'happiness', 'happiness  fear']",46.51,11.63,0,4.65,5.13
57728172edc2cb3880f46baf,chicago-detail-1953.jpg,"['anger  fear  sadness', 'surprise', 'anticipation', 'disgust  anticipation', 'anger  disgust', 'gratitude  happiness  anger  fear  disagreeableness  anticipation', 'surprise', 'surprise', 'surprise', 'anticipation  surprise', 'love  anger  sadness', 'surprise', 'anticipation', 'anticipation', 'anger  disgust', 'humility  love  anger  disgust', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'anticipation  surprise']",32.56,4.65,13.95,4.65,5.13
57728223edc2cb3880f6bee7,lying-model-in-bed.jpg,"['humility  happiness', 'happiness  optimism', 'trust  happiness', 'humility', 'happiness', 'happiness', 'happiness', 'trust  happiness  love  anticipation  surprise', 'shame', 'happiness  sadness  anticipation', 'happiness', 'trust  happiness  optimism', 'trust  happiness  arrogance', 'humility', 'trust  happiness', 'happiness', 'happiness', 'trust  love  anticipation  surprise', 'shame', 'happiness  sadness  anticipation']",61.36,4.55,0,4.55,5.13
577281abedc2cb3880f515d0,rendezvous-1939.jpg,"['disgust', 'surprise', 'anticipation', 'surprise', 'happiness  optimism', 'disgust  fear', 'trust', 'optimism', 'surprise', 'optimism  anticipation  surprise', 'sadness  anticipation  surprise', 'happiness  love', 'disgust', 'surprise', 'anticipation  surprise', 'surprise', 'happiness', 'disgust  fear', 'trust', 'optimism', 'surprise', 'optimism  anticipation  surprise', 'anticipation  surprise', 'trust  happiness  love  optimism']",59.09,4.55,0,2.27,5.13
577278bbedc2cb3880d8c564,portrait-of-giovanna-tornabuoni.jpg,"['trust', 'gratitude  happiness  arrogance  fear  disagreeableness  surprise', 'trust', 'surprise', 'trust  humility', 'trust  happiness  optimism', 'anticipation', 'humility  agreeableness', 'trust', 'happiness', 'arrogance', 'trust', 'humility  love  disgust  regret  disagreeableness', 'trust', 'gratitude', 'trust  humility', 'happiness  love  surprise', 'anticipation', 'happiness  agreeableness', 'trust', 'happiness', 'arrogance']",56.82,2.27,0,2.27,5.13
57726e35edc2cb3880b624b8,four-saints-from-left-st-peter-st-martha-st-mary-magdalene-st-leonard-1517.jpg,"['gratitude', 'gratitude', 'happiness', 'gratitude  anticipation', 'humility', 'trust  happiness  optimism', 'happiness', 'sadness', 'trust  agreeableness  anticipation', 'trust  humility', 'gratitude', 'trust', 'happiness', 'humility', 'trust  gratitude  humility  anticipation', 'trust  humility  love', 'optimism', 'disgust', 'trust  gratitude  humility  love  optimism  agreeableness  anticipation', 'trust  gratitude  humility']",57.78,0,0,2.22,5.13
5772850bedc2cb3880ffc327,la-feliz-uni-n-de-espa-a-y-parma-impulsa-las-ciencias-y-las-artes-1788.jpg,"['trust  gratitude  happiness', 'trust', 'happiness', 'happiness', 'trust  happiness', 'trust', 'trust  gratitude  anticipation', 'surprise', 'trust  happiness', 'trust  optimism', 'happiness  love', 'trust  happiness', 'gratitude', 'happiness', 'trust  happiness', 'happiness  optimism', 'trust', 'trust  optimism', 'anger  arrogance  disgust', 'trust  happiness', 'trust  happiness', 'happiness  love']",81.4,0,2.33,0,5.13
57728294edc2cb3880f81b31,flora-1634.jpg,"['happiness', 'optimism', 'gratitude  happiness  love', 'trust', 'happiness  optimism', 'happiness  optimism', 'trust', 'disgust', 'trust', 'happiness  optimism', 'happiness', 'happiness', 'humility  happiness  optimism', 'trust  gratitude  humility  happiness  love  optimism', 'trust', 'happiness  optimism', 'happiness  optimism', 'trust', 'disgust', 'trust  humility  happiness', 'happiness  optimism', 'happiness']",77.27,0,0,0,5.13
577289e7edc2cb38800f3372,tennis-triptych-centre-panel-1930.jpg,"['happiness', 'happiness', 'happiness', 'happiness', 'happiness  arrogance', 'happiness  optimism', 'happiness', 'trust  happiness  love', 'humility  happiness', 'happiness', 'humility  happiness  optimism  anticipation', 'happiness', 'happiness', 'happiness', 'happiness  optimism', 'happiness  arrogance', 'happiness  optimism', 'happiness', 'happiness  love', 'humility  happiness', 'happiness', 'humility  happiness  optimism  anticipation  surprise']",70.45,0,0,0,5.13
57727d58edc2cb3880e74c56,frederick-ii-of-prussia-1757.jpg,"['trust', 'happiness', 'optimism', 'happiness', 'trust  gratitude  arrogance  agreeableness  anticipation  surprise', 'trust  optimism', 'trust  humility', 'trust', 'arrogance', 'trust  happiness  love', 'trust', 'happiness', 'trust  optimism', 'happiness', 'trust  arrogance  agreeableness  anticipation  surprise', 'trust  happiness  optimism  arrogance', 'trust  humility', 'trust', 'arrogance', 'happiness  love']",66.67,0,0,0,5.13
57728228edc2cb3880f6c655,on-a-seacoast-1900.jpg,"['trust', 'humility  happiness  optimism', 'humility', 'happiness', 'trust', 'happiness', 'trust', 'love', 'happiness  optimism  agreeableness  anticipation', 'happiness  arrogance', 'happiness  optimism', 'trust', 'happiness  optimism  anticipation', 'humility', 'happiness', 'trust', 'happiness', 'happiness', 'happiness  love', 'trust  humility  happiness  optimism  agreeableness  anticipation', 'happiness  arrogance', 'humility  happiness']",65.91,0,0,0,5.13
57728a0dedc2cb38800fc3da,mosman-s-bay-1888.jpg,"['humility', 'trust  happiness  love', 'happiness', 'happiness', 'happiness', 'happiness', 'humility  happiness  optimism', 'happiness', 'happiness', 'gratitude  anticipation  surprise', 'optimism  anticipation', 'happiness', 'humility', 'humility  happiness', 'happiness', 'happiness  optimism', 'happiness', 'optimism', 'humility  happiness  love  optimism', 'humility', 'humility', 'gratitude  anticipation  surprise', 'optimism  anticipation', 'happiness']",63.64,0,0,0,5.13
57728291edc2cb3880f81659,untitled-1986.jpg,"['anticipation', 'humility', 'happiness  optimism', 'humility  happiness  love  anticipation', 'happiness  anticipation  surprise', 'anticipation', 'anticipation', 'happiness', 'trust  agreeableness', 'happiness  optimism', 'happiness', 'anticipation', 'humility', 'happiness  optimism', 'humility  happiness  love  optimism  surprise', 'happiness', 'happiness  optimism', 'anticipation', 'happiness', 'trust  agreeableness', 'happiness  optimism', 'happiness  anticipation']",62.79,0,0,0,5.13
5772804dedc2cb3880f0acff,head-of-a-young-girl-t-te-de-jeune-fillette-1920.jpg,"['happiness  anticipation', 'trust  love  anticipation  surprise', 'surprise', 'trust  optimism', 'happiness  anticipation', 'anticipation', 'humility  optimism', 'surprise', 'humility', 'trust  humility', 'happiness  anticipation', 'trust  love  anticipation  surprise', 'surprise', 'trust  happiness  optimism  surprise', 'humility  happiness', 'anticipation  surprise', 'humility  optimism', 'surprise', 'humility', 'trust  humility']",58.14,0,0,0,5.13
577284a2edc2cb3880fe7a17,green-thursday-1964.jpg,"['optimism', 'optimism', 'surprise', 'anticipation  surprise', 'anticipation  surprise', 'anticipation  surprise', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'trust  gratitude  love', 'optimism  surprise', 'optimism', 'anticipation  surprise', 'anticipation  surprise', 'anticipation  surprise', 'humility  anticipation  surprise', 'happiness  optimism  anticipation', 'anticipation  surprise', 'surprise', 'gratitude  humility  love  optimism']",57.78,0,0,0,5.13
577289e5edc2cb38800f313f,lysanders-in-the-snow-1942.jpg,"['disgust', 'anticipation', 'anticipation', 'happiness', 'optimism', 'trust', 'anticipation', 'happiness  love  arrogance  anticipation  surprise', 'trust  gratitude  happiness  optimism', 'trust', 'anticipation', 'disgust', 'optimism  anticipation', 'anticipation', 'happiness', 'trust  optimism', 'trust  humility', 'happiness', 'trust  happiness  love  arrogance  anticipation', 'trust  gratitude  humility', 'trust  happiness', 'anticipation']",54.55,0,0,0,5.13
57727be1edc2cb3880e2d70f,portrait-of-madame-de-pompadour.jpg,"['arrogance  anticipation', 'happiness  arrogance  disgust  disagreeableness  surprise', 'shyness', 'happiness  love  optimism  anticipation', 'happiness  optimism', 'humility  love', 'happiness', 'happiness', 'happiness  optimism', 'trust  gratitude  humility  disgust  agreeableness  anticipation', 'happiness', 'happiness', 'happiness  optimism', 'arrogance', 'happiness  love  pessimism  sadness  shame  anticipation  shyness', 'shyness', 'happiness  optimism  arrogance', 'happiness  optimism', 'happiness', 'trust', 'happiness', 'happiness  optimism', 'trust  gratitude  humility  agreeableness', 'happiness  optimism', 'trust', 'humility  happiness  optimism']",58.46,6.15,0,3.08,5.08
57728a12edc2cb38800fcb30,the-dead-christ-mourned-by-two-angels-1618.jpg,"['trust  love  fear  sadness  anticipation  surprise', 'sadness', 'sadness', 'sadness', 'trust', 'fear  sadness', 'sadness', 'trust  sadness', 'love  sadness', 'sadness', 'trust  humility  regret  sadness  anticipation  surprise', 'trust  regret  sadness', 'sadness', 'sadness', 'trust', 'fear  sadness', 'pessimism  sadness', 'trust  regret', 'sadness  surprise', 'regret  sadness']",26.67,6.67,0,48.89,5
57727e35edc2cb3880ea430e,sappho-on-the-leucadian-cliff.jpg,"['sadness', 'trust', 'happiness', 'humility', 'trust  gratitude  happiness  love  anticipation  surprise', 'sadness', 'gratitude  humility  regret', 'happiness', 'trust  happiness', 'optimism', 'trust  sadness', 'pessimism  sadness', 'trust', 'happiness', 'humility', 'trust  love  anticipation  surprise', 'sadness', 'humility  regret  sadness', 'happiness', 'pessimism  sadness', 'gratitude  humility', 'trust  sadness']",46.67,0,0,26.67,5
57728284edc2cb3880f80160,serenata-a-oriana-1940.jpg,"['disgust  fear', 'humility  fear  surprise', 'disgust  fear', 'sadness', 'fear  sadness', 'happiness  love', 'fear  sadness', 'fear  sadness', 'pessimism  sadness', 'disgust  fear', 'disgust  fear', 'trust  love  arrogance  disgust  regret  agreeableness  anticipation', 'disgust  fear', 'sadness', 'fear', 'happiness', 'sadness', 'fear', 'optimism  sadness', 'disgust  fear']",18.18,27.27,0,22.73,5
57727aabedc2cb3880df2ee9,view-of-the-village-of-castelnau-le-lez-1868.jpg,"['happiness  optimism', 'happiness', 'trust  happiness', 'optimism  sadness', 'trust  humility', 'humility  happiness  optimism', 'humility  sadness', 'anticipation  shyness', 'love', 'regret', 'trust  sadness', 'humility  optimism', 'happiness', 'humility  happiness', 'optimism  sadness', 'trust  humility', 'humility  happiness  optimism', 'happiness  sadness', 'anticipation  shyness', 'love', 'regret', 'trust  humility']",46.67,4.44,0,15.56,5
5772857eedc2cb3880012044,captain-peter-parker-1808.jpg,"['trust', 'happiness', 'trust', 'arrogance', 'trust  arrogance', 'trust  gratitude  humility  optimism  pessimism  regret  sadness', 'trust', 'trust  happiness  optimism', 'love', 'trust', 'trust', 'trust  happiness', 'trust', 'arrogance', 'trust  happiness  arrogance', 'gratitude  humility  happiness  pessimism  regret  sadness', 'trust', 'trust  happiness  optimism', 'happiness  love', 'trust']",65.12,0,0,13.95,5
57728646edc2cb388003a38b,vitalit-1955.jpg,"['disgust', 'happiness  love  optimism', 'fear', 'fear  regret  shame', 'fear  pessimism  anticipation  surprise', 'disgust', 'trust', 'anticipation', 'surprise', 'fear  sadness', 'disgust', 'fear', 'happiness  love', 'fear', 'fear  sadness  anticipation  surprise', 'fear  pessimism  sadness  anticipation  surprise', 'disgust', 'happiness', 'anticipation', 'happiness  surprise', 'happiness  surprise', 'disgust']",34.09,20.45,0,13.64,5
5772829fedc2cb3880f82c26,early-spring-1913.jpg,"['shame', 'fear  sadness  surprise', 'sadness', 'humility', 'happiness  optimism', 'humility', 'fear', 'disgust  fear', 'happiness', 'love  anger  disagreeableness', 'trust  anticipation  surprise', 'happiness', 'fear  pessimism  sadness', 'optimism  sadness', 'humility', 'happiness', 'humility  happiness', 'sadness', 'arrogance  fear', 'other', 'love  anger  fear  surprise', 'trust  anticipation  surprise']",33.33,15.56,4.44,13.33,5
57727285edc2cb3880c56728,icarus-1944.jpg,"['disgust', 'anticipation  surprise', 'optimism', 'happiness', 'happiness', 'happiness  love  optimism', 'fear  sadness  disagreeableness  anticipation', 'happiness', 'anger  disgust  pessimism  regret  disagreeableness', 'anger  anticipation', 'disgust', 'anticipation  surprise', 'optimism', 'happiness', 'happiness', 'trust  love  optimism', 'fear  pessimism  sadness', 'optimism', 'trust  arrogance  fear  shame  disagreeableness', 'anger']",38.64,9.09,6.82,11.36,5
577282e9edc2cb3880f94654,triton-octopus-1953.jpg,"['disgust', 'anticipation', 'anticipation', 'surprise', 'disgust  sadness  surprise', 'anticipation', 'surprise', 'optimism', 'surprise', 'other', 'gratitude  happiness  love  disgust  pessimism  agreeableness  surprise', 'surprise', 'disgust', 'anticipation', 'surprise', 'surprise', 'fear  surprise', 'surprise', 'anticipation  surprise', 'disgust', 'surprise', 'other', 'gratitude  love  arrogance  pessimism  sadness  disagreeableness  anticipation', 'regret']",42.22,2.22,0,11.11,5
5772848cedc2cb3880fe5c4f,the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603.jpg,"['gratitude  humility  happiness  optimism', 'optimism', 'happiness', 'happiness', 'trust  arrogance  pessimism', 'happiness', 'trust  gratitude  humility  happiness  love  optimism  regret  agreeableness  anticipation  shyness', 'happiness', 'sadness  anticipation', 'humility', 'trust  humility  love', 'happiness  optimism  anticipation', 'happiness  surprise', 'happiness', 'fear  regret  anticipation', 'humility  happiness', 'trust  gratitude  humility  happiness  love  optimism  arrogance  disgust  fear  regret  sadness  shame  agreeableness  anticipation  surprise  shyness', 'happiness', 'arrogance  disgust  anticipation', 'humility']",47.69,7.69,0,9.23,5
577284aeedc2cb3880fe8cb7,the-forest-fire-1505.jpg,"['happiness', 'happiness', 'happiness  love  optimism', 'fear', 'humility', 'agreeableness', 'trust  happiness  disgust  fear  anticipation  surprise', 'humility  happiness', 'fear  shame', 'humility', 'happiness', 'fear', 'trust  happiness  love', 'fear', 'humility', 'agreeableness', 'trust  anger  disgust  fear  regret  anticipation  surprise', 'disgust  pessimism  sadness', 'fear  sadness', 'humility']",37.78,17.78,2.22,8.89,5
5772779bedc2cb3880d4fe4f,the-baptism-of-christ.jpg,"['sadness', 'humility  happiness  love', 'happiness', 'trust', 'trust  gratitude', 'trust  agreeableness', 'humility  happiness  optimism', 'shame', 'optimism  agreeableness', 'trust', 'trust  sadness', 'humility  happiness', 'happiness', 'trust', 'trust  gratitude', 'trust  agreeableness', 'trust  humility  happiness  love  optimism', 'regret  sadness  shame', 'optimism  agreeableness', 'trust  gratitude  humility']",64.44,4.44,0,8.89,5
5772816dedc2cb3880f462e7,composition-in-blue-1959.jpg,"['happiness', 'surprise', 'anticipation', 'trust  gratitude  humility  disgust  pessimism  regret  agreeableness  disagreeableness  surprise', 'happiness  optimism', 'surprise', 'surprise', 'disagreeableness  surprise', 'anger', 'anticipation', 'happiness  love', 'surprise', 'anticipation', 'humility  love  anger  disgust  sadness  agreeableness  disagreeableness  anticipation', 'happiness', 'surprise', 'optimism  sadness', 'disagreeableness  anticipation', 'fear', 'anticipation']",42.22,2.22,4.44,8.89,5
577285e3edc2cb38800262cf,hatstand-1969.jpg,"['surprise', 'trust', 'surprise', 'fear  surprise', 'shame', 'shame', 'arrogance', 'agreeableness  disagreeableness', 'optimism  surprise', 'love  disgust  regret  shyness', 'anticipation  surprise', 'arrogance  anticipation', 'trust  gratitude  humility  happiness  love  optimism  anger  arrogance  disgust  fear  pessimism  regret  sadness  shame  agreeableness  disagreeableness  anticipation  surprise  shyness', 'happiness', 'surprise', 'optimism', 'disgust', 'disgust  shame', 'shame', 'shame', 'arrogance  shame', 'agreeableness  disagreeableness', 'fear  surprise', 'shame', 'anticipation  surprise', 'anticipation  surprise', 'trust  gratitude  humility  happiness  love  optimism  anger  arrogance  disgust  fear  pessimism  regret  sadness  shame  agreeableness  disagreeableness  anticipation  surprise  shyness', 'happiness  love  optimism']",39.29,19.05,2.38,8.33,5
577286ddedc2cb3880058172,la-femme-peintre-1931.jpg,"['humility  happiness', 'humility', 'gratitude  humility  happiness  love  optimism  arrogance  surprise  shyness', 'trust', 'happiness  optimism  anticipation', 'trust  optimism  sadness', 'humility  happiness', 'humility  happiness  shyness', 'sadness', 'happiness  love  optimism  agreeableness  anticipation', 'gratitude  humility', 'humility', 'trust  gratitude  humility  happiness  love  optimism  arrogance  agreeableness  surprise  shyness', 'trust', 'trust  humility  optimism  sadness', 'trust  optimism  sadness', 'happiness', 'humility  shyness', 'humility  sadness', 'gratitude  humility  happiness  agreeableness  anticipation']",53.97,6.35,0,7.94,5
57727e13edc2cb3880e9b46d,mystic-mountain-1989.jpg,"['humility', 'happiness', 'optimism', 'trust  love  sadness  shyness', 'happiness', 'humility', 'happiness  optimism', 'optimism  sadness', 'humility  happiness', 'optimism  anticipation', 'surprise', 'happiness  anticipation', 'optimism', 'trust  gratitude  humility  happiness  love  optimism  arrogance  anticipation  surprise', 'happiness', 'humility', 'happiness  optimism', 'optimism  sadness', 'humility  happiness', 'optimism  fear']",54.35,4.35,0,6.52,5
577286ddedc2cb388005812d,a-naturalist-s-study-1928.jpg,"['disgust', 'anticipation', 'anticipation', 'happiness', 'optimism', 'humility  happiness', 'happiness', 'trust  love  arrogance  anticipation', 'fear  pessimism  shame', 'humility  happiness', 'anticipation', 'disgust', 'optimism  anticipation', 'anticipation', 'happiness', 'optimism', 'humility', 'happiness', 'trust  gratitude  happiness  love  arrogance  agreeableness  anticipation  surprise', 'disgust  fear  pessimism', 'humility  optimism', 'anticipation']",41.86,6.98,0,4.65,5
57728497edc2cb3880fe6c31,untitled-017-1965.jpg,"['disgust', 'anticipation', 'optimism', 'disgust', 'surprise', 'fear', 'surprise', 'optimism  agreeableness', 'anticipation  surprise', 'optimism', 'love  optimism', 'anticipation', 'surprise', 'anticipation', 'optimism', 'love  surprise', 'sadness', 'disgust', 'anticipation', 'surprise', 'disgust', 'surprise', 'fear  surprise', 'surprise', 'optimism  agreeableness', 'anticipation', 'surprise', 'optimism', 'anticipation', 'surprise', 'anticipation', 'optimism', 'surprise', 'sadness']",53.33,4.44,0,4.44,5
577281c5edc2cb3880f5948e,landscape-with-coast-and-ruin.jpg,"['happiness', 'happiness', 'humility  happiness', 'optimism', 'shame', 'humility', 'sadness', 'trust  happiness  love  arrogance  agreeableness  anticipation', 'humility  anticipation', 'humility  happiness', 'happiness', 'happiness', 'humility  happiness', 'optimism', 'gratitude  humility', 'happiness  surprise', 'humility  sadness', 'trust  humility  happiness  love  arrogance  agreeableness  anticipation  surprise', 'humility  anticipation', 'humility']",46.67,2.22,0,4.44,5
577284a5edc2cb3880fe7e45,sidon-no-3-1965.jpg,"['anticipation  surprise', 'love  optimism', 'happiness', 'surprise', 'anticipation', 'anticipation', 'optimism', 'happiness', 'humility  happiness  pessimism  regret  surprise', 'trust  happiness  anticipation', 'arrogance', 'agreeableness', 'anticipation  surprise', 'trust  gratitude  love', 'happiness', 'surprise', 'anticipation', 'surprise', 'optimism', 'happiness', 'gratitude  fear  agreeableness', 'trust  humility  happiness  anticipation', 'arrogance', 'agreeableness']",56.52,2.17,0,4.35,5
577285fbedc2cb388002d9cc,carolina-morning-1974.jpg,"['optimism', 'sadness', 'surprise', 'trust  anticipation  surprise', 'happiness', 'humility  happiness  anticipation', 'disgust', 'humility  happiness  love', 'humility', 'anticipation  surprise', 'happiness  optimism', 'anticipation', 'trust  happiness  optimism', 'trust  humility  anticipation  surprise', 'happiness', 'humility  happiness  anticipation', 'disgust', 'trust  humility  happiness  love', 'humility  agreeableness', 'anticipation  surprise']",52.27,0,0,2.27,5
577277b1edc2cb3880d579e8,on-the-thames.jpg,"['happiness', 'trust  optimism', 'trust  humility  love', 'optimism', 'happiness  optimism', 'trust  happiness  anticipation  surprise', 'arrogance', 'trust', 'trust  love', 'trust', 'trust  agreeableness', 'happiness', 'trust  optimism', 'trust  happiness  optimism', 'humility  happiness  optimism', 'happiness  optimism', 'trust  happiness  optimism', 'arrogance', 'trust', 'trust  optimism', 'trust', 'happiness']",76.09,0,0,0,5
577288e7edc2cb38800bed6c,small-floodplain.jpg,"['happiness  love', 'happiness  optimism  anticipation', 'happiness', 'humility  happiness  optimism', 'happiness', 'happiness', 'trust  happiness', 'happiness  optimism', 'happiness', 'humility  happiness  anticipation', 'happiness  love', 'happiness  optimism  anticipation', 'happiness', 'gratitude  happiness  optimism  surprise', 'optimism', 'happiness  optimism', 'trust  happiness', 'happiness  optimism', 'happiness', 'trust  humility  happiness']",75.56,0,0,0,5
5772893cedc2cb38800d218b,lottie-of-paradise-walk-1905.jpg,"['trust', 'happiness', 'trust', 'humility  optimism', 'trust  arrogance  anticipation  surprise', 'trust  happiness  optimism', 'trust', 'trust  humility', 'happiness', 'trust  humility  happiness  love', 'trust', 'happiness', 'trust', 'humility  optimism', 'trust  arrogance  anticipation  surprise', 'trust  happiness  optimism', 'trust', 'trust  humility', 'happiness', 'trust  humility  happiness  love']",68.18,0,0,0,5
57727785edc2cb3880d4e679,near-the-pskov-s-cathederal-1917.jpg,"['happiness', 'happiness', 'humility  happiness', 'happiness  optimism', 'trust  agreeableness', 'love  anticipation', 'humility  happiness', 'happiness  optimism', 'humility', 'happiness', 'humility  happiness  optimism', 'happiness', 'trust', 'humility  happiness', 'happiness  optimism', 'trust  agreeableness  anticipation', 'happiness  love  anticipation', 'trust  happiness', 'happiness  optimism', 'humility', 'happiness', 'humility  happiness  optimism']",66.67,0,0,0,5
57727207edc2cb3880c394f9,attempting-the-impossible-1928(1).jpg,"['trust  agreeableness', 'happiness', 'trust  anticipation', 'trust  happiness  optimism', 'happiness', 'happiness', 'happiness', 'love  disgust  anticipation  surprise', 'humility', 'trust  arrogance  anticipation', 'trust  agreeableness', 'happiness', 'trust  optimism', 'trust  optimism', 'anticipation', 'happiness  anticipation', 'happiness  optimism', 'happiness  love  disgust  anticipation  surprise', 'humility', 'trust  arrogance  surprise']",62.22,0,0,0,5
